pH,BOD,SS,DO,CG,Type
7.501,3.805,56.582,2.449,3744.39,5
7.312,6.161,41.647,9.192,3894.635,5
7.603,5.698,10.06,8.466,2111.641,5
8.372,5.294,28.823,4.477,418.302,5
8.259,1.091,90.691,7.088,1294.341,5
8.38,7.977,8.155,7.893,2699.123,5
7.089,1.871,63.62,6.95,2883.713,5
6.847,5.573,56.852,3.745,1291.461,5
6.992,7.765,39.346,9.489,1722.822,5
7.783,6.994,69.123,8.038,4477.445,5
7.467,4.011,97.226,7.673,2833.924,5
7.683,0.419,45.378,9.719,1087.464,5
6.776,4.089,29.708,7.074,4270.56,5
7.459,6.287,92.17,9.235,3628.948,5
7.62,1.782,29.262,8.062,4434.56,5
7.2,4.934,65.413,3.914,4106.956,5
7.005,4.906,73.144,6.969,418.483,5
7.831,6.167,71.926,5.576,3674.55,5
7.394,3.958,54.389,7.974,1042.571,5
8.316,1.132,78.077,5.544,3295.558,5
7.472,1.798,77.895,8.841,1983.848,5
7.26,3.301,42.137,8.919,4432.808,5
6.888,5.815,61.98,8.674,1742.364,5
7.798,7.628,53.869,5.248,592.377,5
7.741,2.041,48.101,9.477,4557.935,5
8.484,4.378,49.564,2.222,880.665,5
7.14,1.379,42.181,6.36,4967.695,5
7.929,5.596,25.762,3.977,3350.999,5
6.561,7.141,93.69,3.347,386.443,5
6.563,5.344,58.867,5.556,592.506,5
8.204,6.476,8.984,8.486,345.91,5
8.463,1.939,55.35,6.598,3498.437,5
6.891,7.99,18.294,7.568,1689.932,5
6.78,1.476,60.861,3.333,4845.858,5
8.344,6.289,17.847,3.349,4187.29,5
8.478,0.673,41.924,3.496,2784.228,5
7.06,5.145,31.254,2.91,4978.001,5
7.5,4.986,57.372,4.978,1402.685,5
7.274,3.564,74.668,7.481,3844.403,5
6.971,7.891,60.913,7.849,4217.272,5
7.538,5.05,45.026,7.81,247.682,5
6.885,7.331,31.654,7.211,2882.354,5
7.181,0.892,47.229,5.21,477.187,5
6.632,7.047,1.175,4.85,1579.415,5
7.263,2.832,49.461,2.811,1431.589,5
8.3,7.997,36.727,8.469,2999.281,5
7.014,5.815,78.965,4.948,799.986,5
7.887,2.681,98.008,6.099,1889.746,5
6.998,5.851,80.947,7.695,3867.35,5
7.158,2.366,59.487,6.632,3547.53,5
7.862,6.465,93.769,6.67,973.577,5
8.148,5.762,89.488,2.513,679.64,5
6.521,1.53,88.734,7.868,4709.586,5
7.197,0.76,71.211,7.739,4225.738,5
7.807,4.205,34.181,2.815,3881.799,5
8.484,1.343,76.693,6.436,4812.904,5
7.296,0.998,69.89,2.412,650.447,5
8.139,7.61,91.342,5.537,1302.521,5
7.667,0.498,51.485,5.137,4450.904,5
8.299,7.876,14.26,5.257,2403.172,5
7.047,2.446,79.161,2.487,3929.424,5
6.653,7.329,31.882,5.992,1741.512,5
6.508,0.937,34.007,7.231,1181.882,5
7.637,7.952,14.099,7.529,1981.033,5
8.121,2.291,31.805,5.222,627.803,5
7.369,1.313,53.027,8.66,3254.472,5
8.476,5.017,63.597,2.843,4340.642,5
8.047,0.09,52.841,9.865,2236.493,5
8.416,4.278,56.026,8.675,3513.113,5
6.635,6.783,22.723,4.223,2063.713,5
7.293,0.716,70.291,9.526,177.893,5
7.139,0.182,40.456,4.734,533.516,5
6.737,7.706,79.787,3.124,880.176,5
8.176,6.105,68.625,9.043,1504.92,5
6.596,4.833,77.54,3.904,4077.61,5
6.978,4.859,72.897,7.775,1572.902,5
6.834,6.243,8.584,9.167,4206.945,5
8.367,4.792,64.7,8.84,3067.502,5
8.459,2.731,76.343,8.831,1735.031,5
8.482,2.246,81.359,8.305,2951.439,5
6.594,6.788,89.767,9.242,1943.88,5
8.249,3.627,90.413,4.391,749.958,5
7.016,4.477,36.732,9.281,2219.813,5
7.829,2.683,62.175,4.459,3351.734,5
7.315,5.038,9.988,3.715,304.527,5
8.433,7.426,63.33,8.227,3244.68,5
6.934,4.498,63.924,3.238,3686.292,5
7.278,1.186,48.753,3.76,3629.884,5
7.529,7.923,20.342,2.789,1460.291,5
7.867,4.084,53.483,5.817,1909.826,5
7.119,7.23,15.806,5.39,4650.379,5
8.209,1.139,86.149,5.168,4196.054,5
7.186,5.802,12.363,3.128,715.815,5
7.608,2.221,36.767,5.439,4834.716,5
7.007,6.753,9.531,9.857,1950.234,5
8.136,3.804,62.852,7.535,3670.211,5
7.685,6.258,75.383,8.251,2545.443,5
6.991,2.639,47.895,3.557,3903.448,5
6.978,7.426,71.424,7.957,1477.587,5
7.735,4.77,74.887,6.88,881.584,5
7.121,6.637,13.144,2.084,4404.679,5
8.423,6.724,55.87,8.455,1719.562,5
8.212,7.338,37.92,5.322,3690.341,5
7.421,4.258,96.478,2.934,1200.525,5
6.69,6.178,86.949,3.008,3570.253,5
6.695,6.761,34.261,2.562,698.732,5
8.176,6.82,62.889,5.054,506.471,5
8.197,2.715,98.025,6.268,3148.738,5
6.592,7.977,62.988,9.334,255.328,5
7.23,6.339,36.42,9.308,2145.18,5
7.088,4.163,56.276,5.13,3533.919,5
7.263,3.977,45.558,6.473,861.767,5
8.105,4.265,45.23,3.769,4943.06,5
7.905,0.088,38.238,8.481,1676.205,5
7.796,1.131,75.534,6.857,1722.678,5
8.333,6.553,18.852,3.216,2828.938,5
8.056,0.727,46.801,4.766,1294.418,5
7.695,3.688,46.195,3.316,4673.944,5
8.385,4.765,28.72,8.204,2593.267,5
6.929,5.636,59.115,5.097,885.868,5
7.528,1.875,72.36,8.876,4365.843,5
7.015,3.154,26.937,4.461,2117.307,5
7.076,0.698,92.407,8.361,4519.697,5
8.422,7.805,32.049,6.264,1060.229,5
8.467,5.306,80.702,9.538,2234.378,5
8.451,2.076,44.864,4.822,345.193,5
8.303,3.766,86.193,9.302,505.501,5
7.527,6.238,67.376,4.21,2777.508,5
8.361,5.982,42.824,8.613,2571.496,5
7.67,4.059,46.556,5.96,1003.645,5
7.614,4.625,97.586,2.553,1521.729,5
6.757,7.237,18.703,6.024,850.935,5
7.124,5.229,7.564,8.425,1822.832,5
7.733,7.34,39.45,6.49,2117.937,5
6.803,4.418,42.109,4.321,4560.672,5
6.731,3.595,63.971,9.023,771.705,5
7.764,5.902,57.973,5.946,3684.547,5
8.153,2.955,82.593,2.701,2489.824,5
6.621,3.604,32.545,2.8,4759.9,5
8.24,3.363,42.215,8.057,3273.704,5
8.351,7.904,37.662,8.832,4608.728,5
7.934,4.771,32.199,7.027,566.503,5
7.555,0.526,47.79,7.573,1346.515,5
7.944,7.709,9.599,3.78,2180.06,5
7.707,1.226,72.113,3.368,1803.423,5
6.581,5.032,0.626,5.795,3118.423,5
7.831,1.177,28.979,4.021,3351.409,5
7.222,7.862,45.362,6.793,3427.561,5
7.497,5.764,43.759,9.596,1289.219,5
7.556,1.106,48.779,8.923,1843.449,5
6.568,7.489,2.597,9.319,3350.666,5
7.547,0.055,81.536,4.514,2545.995,5
7.167,5.682,27.557,7.913,3527.911,5
7.192,2.184,84.89,4.026,1251.04,5
7.995,0.545,27.997,2.627,1499.324,5
7.257,5.966,2.344,2.955,4136.685,5
8.217,2.287,29.327,6.743,1248.119,5
6.731,3.912,38.681,4.428,154.417,5
8.057,7.001,96.323,5.252,4714.617,5
8.09,6.091,87.247,4.086,2614.066,5
8.484,1.588,64.456,3.779,2076.714,5
6.652,6.083,89.727,6.62,1441.468,5
8.349,4.319,72.085,5.323,2522.756,5
6.875,0.688,59.426,2.717,3163.663,5
8.357,5.372,67.539,7.282,1207.412,5
7.282,6.036,5.085,8.037,506.974,5
6.827,3.316,29.131,8.333,1660.931,5
7.122,6.466,37.441,6.585,2075.919,5
7.109,2.549,67.749,3.568,573.174,5
6.989,4.393,50.016,6.907,4390.577,5
6.618,2.107,71.355,3.621,296.614,5
6.544,7.028,93.941,4.668,4109.74,5
7.101,1.869,63.778,6.963,1377.552,5
6.644,3.985,36.88,3.84,1645.298,5
6.634,5.441,41.627,2.594,4153.467,5
7.924,6.214,54.547,9.081,3557.024,5
8.12,7.497,81.634,4.358,320.896,5
7.486,1.827,86.687,6.931,241.039,5
6.792,6.589,80.283,3.175,4450.366,5
7.747,7.865,21.284,3.603,4379.302,5
7.031,5.611,85.536,5.449,4027.038,5
6.586,1.321,93.682,9.956,2007.377,5
7.816,5.196,10.434,7.454,3331.692,5
8.161,5.48,47.373,8.558,3164.512,5
7.162,4.809,53.807,4.384,3774.168,5
6.607,1.251,96.369,8.842,2640.228,5
7.704,0.433,59.275,2.439,4506.639,5
6.531,2.776,72.373,7.957,4613.062,5
7.094,5.004,55.145,3.189,1110.46,5
6.594,6.159,80.093,9.732,1540.183,5
8.328,5.381,28.613,3.69,264.682,5
6.551,2.066,67.917,8.24,4434.175,5
7.672,7.541,47.303,7.181,4376.286,5
6.875,5.525,32.513,5.45,149.04,5
6.877,1.246,41.705,4.206,3176.698,5
7.525,6.2,15.333,5.122,4461.571,5
7.653,2.591,75.782,7.403,4650.195,5
7.835,0.604,92.809,4.089,3539.769,5
8.476,4.847,89.203,4.481,418.601,5
6.634,5.269,7.32,5.803,2567.47,5
8.465,7.379,16.514,5.173,589.885,5
7.301,6.711,41.971,6.499,4639.379,5
8.253,6.664,8.931,7.406,1656.808,5
6.945,4.537,42.305,9.619,4759.107,5
8.303,3.555,38.039,4.258,1442.139,5
8.407,3.512,29.479,6.2,4016.292,5
6.75,7.514,78.195,3.873,930.904,5
6.937,0.247,34.078,9.701,3477.676,5
7.211,2.788,91.835,6.953,1983.471,5
6.754,2.597,68.713,7.775,1014.16,5
7.451,6.69,40.393,3.915,1592.143,5
7.992,4.908,49.995,3.226,4728.804,5
7.984,3.0,79.524,5.222,4133.688,5
8.013,3.09,57.363,4.772,2257.451,5
8.186,1.675,86.7,7.235,2588.21,5
7.2,6.504,34.86,4.554,4454.566,5
8.349,6.533,7.754,4.928,2168.084,5
7.473,7.187,19.693,2.141,2791.624,5
7.23,7.58,79.529,5.72,4339.822,5
7.615,0.552,43.146,9.017,2519.385,5
8.016,5.981,21.061,7.763,3839.79,5
6.861,5.829,50.419,7.286,237.737,5
6.512,1.393,72.19,3.431,3632.182,5
8.285,1.017,99.548,9.129,262.853,5
7.71,2.377,87.8,3.922,855.484,5
6.676,1.846,54.418,6.073,3681.968,5
7.961,6.312,27.124,2.854,4522.142,5
7.241,7.165,20.264,3.005,3282.68,5
7.248,6.43,30.4,6.644,1445.612,5
8.395,1.906,36.711,9.432,2825.547,5
6.854,3.893,47.541,5.139,3438.728,5
8.133,2.101,60.295,3.594,2459.805,5
7.957,1.993,76.838,9.142,2838.492,5
6.58,1.395,88.484,7.003,4918.799,5
8.177,7.441,50.862,3.369,552.284,5
8.391,7.496,71.062,4.776,1246.189,5
6.595,2.616,89.966,2.694,155.381,5
7.031,3.056,38.326,8.266,1344.195,5
7.27,3.25,50.112,3.162,123.457,5
8.208,5.356,2.724,7.747,3345.814,5
7.363,5.715,6.83,5.819,2131.351,5
6.965,6.687,35.635,8.377,1694.165,5
6.963,7.256,43.143,7.938,372.237,5
7.087,2.156,86.146,3.294,3866.127,5
7.762,3.161,27.155,3.733,3181.948,5
7.612,4.024,53.61,9.77,1498.182,5
8.412,7.982,90.78,5.913,1951.107,5
8.319,0.492,76.154,9.413,3298.338,5
6.557,6.756,73.882,5.802,1429.543,5
8.09,0.362,78.609,9.866,2550.417,5
7.228,6.215,94.29,9.527,1770.501,5
8.018,5.215,89.441,7.402,4022.451,5
8.104,7.436,20.279,9.468,400.905,5
6.698,7.3,79.748,7.19,2947.966,5
8.223,7.488,92.252,8.404,3102.35,5
7.337,5.638,32.508,7.272,2088.09,5
6.758,1.153,77.599,8.958,4417.152,5
7.731,6.269,56.655,7.996,2595.863,5
8.34,5.945,24.292,3.341,4397.027,5
8.447,1.806,29.221,2.342,2917.958,5
6.5,3.581,46.736,8.489,4743.381,5
7.778,2.89,39.42,6.4,1159.599,5
7.433,7.81,65.182,8.354,1286.773,5
7.697,1.267,48.427,7.091,4471.231,5
7.491,7.125,35.515,6.182,1367.358,5
7.931,4.951,68.326,7.956,2448.208,5
8.066,5.902,45.188,2.29,354.924,5
7.169,3.815,55.86,3.528,3009.381,5
7.341,4.074,55.051,4.653,3036.414,5
7.251,5.487,60.193,2.358,4416.63,5
8.197,6.421,62.871,6.427,993.37,5
8.122,1.069,76.596,3.059,2299.873,5
8.497,6.932,62.377,8.147,2687.706,5
8.418,2.627,93.807,8.366,3468.488,5
7.811,7.285,81.342,9.703,1989.033,5
6.73,0.545,55.796,4.045,144.165,5
8.032,7.175,75.7,9.512,1346.039,5
7.906,4.934,91.641,7.304,3953.854,5
7.099,7.936,97.997,7.227,4716.337,5
6.745,6.985,68.22,5.758,4189.7,5
8.012,7.496,51.44,8.716,1046.579,5
8.281,3.963,61.423,5.299,3811.114,5
7.57,6.373,31.672,8.514,163.06,5
6.591,6.321,28.425,3.682,1105.51,5
8.133,4.285,56.286,2.501,2586.051,5
7.614,4.58,88.511,4.546,4893.58,5
6.918,3.779,44.376,6.021,3904.585,5
7.011,2.272,75.749,3.99,613.539,5
7.736,4.642,89.624,4.755,2110.61,5
7.704,7.822,35.337,2.661,4241.887,5
7.905,0.609,26.216,9.392,414.114,5
7.477,5.907,75.65,7.742,4900.691,5
7.456,7.672,87.885,3.589,3889.624,5
7.376,2.278,92.734,8.145,2769.014,5
6.67,5.655,52.684,4.942,3026.974,5
7.878,2.849,64.291,9.625,2783.857,5
7.949,2.054,84.078,6.632,299.08,5
7.501,0.374,54.389,2.8,4561.104,5
7.812,0.958,58.075,9.18,625.972,5
8.238,3.037,63.045,4.201,1670.519,5
7.834,7.834,38.489,9.803,1306.07,5
8.321,2.217,68.259,6.786,4210.47,5
8.348,1.461,69.661,5.612,3729.748,5
8.327,0.465,60.166,6.59,11.299,5
7.081,7.618,47.901,9.175,165.614,5
8.473,3.438,94.796,8.547,3583.92,5
7.341,2.837,88.109,9.582,3297.669,5
7.521,7.542,54.273,4.219,4611.098,5
8.338,0.687,62.986,5.79,1091.512,5
7.913,3.975,82.746,2.769,4306.116,5
7.862,4.928,90.98,8.221,3858.715,5
8.44,0.487,89.56,3.183,1828.935,5
6.988,7.826,86.807,7.673,3206.207,5
7.16,0.865,40.361,4.41,3072.757,5
6.532,5.139,16.632,8.451,3600.085,5
8.324,7.091,1.844,2.426,2281.45,5
7.745,6.057,64.696,8.758,4069.975,5
8.477,3.219,45.947,5.245,273.536,5
6.927,1.615,28.288,6.427,3992.585,5
7.176,2.733,32.205,6.583,3560.974,5
8.411,0.58,74.366,7.509,98.202,5
7.988,4.611,85.129,8.382,133.606,5
7.588,2.007,57.055,4.084,2526.238,5
7.313,5.968,97.212,3.148,4764.472,5
6.985,4.478,99.161,9.306,4406.475,5
7.607,3.677,98.361,6.032,4647.128,5
7.08,3.456,49.938,5.829,3561.349,5
7.576,0.854,97.76,7.246,2409.325,5
6.762,1.181,82.969,3.001,2378.515,5
7.729,5.697,98.738,7.851,2349.108,5
7.454,5.224,84.127,2.686,3399.515,5
7.549,6.943,15.787,5.374,607.955,5
7.605,5.739,5.294,8.459,3829.003,5
7.959,6.559,7.008,9.043,715.413,5
7.017,6.132,59.668,6.827,763.974,5
7.063,3.367,82.516,4.933,4886.903,5
6.956,1.092,41.629,4.236,2537.372,5
7.083,4.047,28.155,4.112,4049.991,5
8.18,3.68,97.115,7.772,630.719,5
7.712,5.423,30.214,3.464,4032.961,5
7.22,3.536,25.994,7.209,4336.575,5
7.371,6.488,22.201,2.283,3483.33,5
8.48,5.344,70.783,3.208,2026.951,5
6.771,1.256,78.258,7.886,3483.534,5
7.961,1.022,71.597,2.519,4938.053,5
6.978,7.762,64.697,3.322,3873.99,5
7.049,2.029,44.246,4.444,3252.503,5
7.014,6.863,93.888,2.159,1145.558,5
8.198,6.722,34.581,4.053,337.703,5
6.973,3.23,50.939,9.203,988.74,5
6.537,3.579,36.51,2.338,3364.207,5
8.17,5.779,48.804,7.558,2963.883,5
7.865,6.541,14.875,7.396,3915.829,5
7.53,0.534,58.868,6.968,1123.735,5
7.537,4.473,62.441,8.916,4196.531,5
6.97,7.83,72.582,6.421,3441.446,5
7.086,1.682,31.806,4.304,178.744,5
8.056,2.87,75.913,6.146,4223.593,5
7.413,2.142,33.077,2.733,2846.003,5
6.731,5.048,71.443,4.743,201.022,5
7.982,3.762,80.689,8.191,2326.744,5
8.375,5.823,48.634,7.141,4584.669,5
7.866,1.111,40.813,3.204,2698.318,5
7.889,1.113,48.401,5.643,4539.398,5
6.583,1.561,90.458,3.959,1118.798,5
7.28,5.046,17.823,2.768,4646.213,5
7.332,6.59,97.321,6.244,983.507,5
8.464,5.659,22.475,8.051,2292.656,5
7.645,4.447,30.598,6.113,2839.471,5
7.082,7.238,64.015,9.202,578.564,5
7.661,6.033,60.98,8.684,3878.476,5
7.428,6.312,83.789,9.76,4875.97,5
8.196,3.713,93.548,3.652,1030.986,5
7.17,7.91,84.471,5.02,3143.856,5
6.84,1.774,99.709,8.756,3150.929,5
7.415,1.356,39.152,3.604,504.975,5
8.177,1.52,61.893,2.799,1622.037,5
8.138,1.369,86.923,5.157,2974.518,5
7.943,5.119,40.922,2.032,2709.572,5
7.259,2.773,96.955,6.309,3154.925,5
7.729,1.64,79.487,5.052,1138.513,5
7.309,4.665,95.439,8.854,159.849,5
8.094,5.813,68.218,4.192,864.736,5
7.807,4.945,39.311,3.554,4799.644,5
6.87,4.027,99.805,4.252,1629.791,5
8.029,3.113,96.464,6.49,1520.368,5
7.077,3.443,54.406,6.429,3248.81,5
6.526,6.968,24.074,6.407,1335.065,5
8.049,7.638,76.889,7.48,1153.914,5
8.302,4.14,77.454,3.008,944.286,5
6.7,2.219,97.125,5.185,4250.509,5
8.29,5.33,84.76,2.285,4987.643,5
8.128,5.334,36.659,4.583,2587.891,5
6.95,6.558,98.044,9.523,1220.648,5
7.488,3.838,40.45,5.109,65.97,5
7.833,2.974,51.153,5.321,3664.344,5
8.024,3.485,26.729,7.559,3644.325,5
6.956,3.734,32.247,5.408,2362.435,5
8.304,4.376,25.761,6.715,3026.539,5
7.487,7.047,44.34,6.749,3162.763,5
7.134,5.187,28.995,3.93,2365.45,5
6.723,6.2,64.893,5.852,985.938,5
7.412,3.444,27.654,4.043,855.291,5
7.949,1.933,30.492,5.947,2966.954,5
8.339,4.452,46.867,3.921,3282.388,5
7.28,6.203,90.443,5.129,3396.932,5
7.397,7.787,67.707,6.841,190.845,5
7.396,2.067,35.073,5.088,4950.055,5
7.409,2.42,91.955,6.689,4397.416,5
8.113,1.746,33.923,6.532,4021.128,5
7.871,0.967,41.174,2.163,1626.705,5
6.656,0.895,83.42,3.165,1474.019,5
6.967,5.79,51.695,2.157,2352.498,5
6.67,7.958,24.068,2.553,386.209,5
7.026,2.92,79.148,8.999,4550.019,5
8.155,6.001,53.245,5.092,4951.842,5
8.267,7.595,69.332,8.158,1536.193,5
6.935,3.728,59.722,5.79,113.55,5
7.119,3.276,80.505,4.328,2346.68,5
7.666,5.342,77.337,5.016,4307.036,5
8.27,3.477,51.194,3.899,2703.342,5
7.452,4.322,94.879,4.574,463.433,5
6.838,3.339,54.579,7.282,4079.222,5
6.961,6.603,64.797,3.383,4826.32,5
8.142,4.746,60.637,6.134,4197.737,5
8.129,7.166,82.009,2.979,39.515,5
7.088,7.671,71.536,2.934,3898.132,5
6.897,0.722,73.35,6.475,3154.3,5
7.06,3.834,29.717,6.899,227.591,5
6.713,4.614,57.025,9.016,3194.456,5
8.455,5.513,28.97,5.166,3145.57,5
7.11,7.003,10.024,3.519,2631.155,5
7.37,6.055,53.017,3.355,887.558,5
7.395,3.596,98.57,9.95,3167.269,5
6.745,2.269,58.672,3.935,861.496,5
6.773,4.039,50.744,6.606,241.808,5
6.594,3.571,72.301,5.18,3985.374,5
6.909,0.96,37.601,3.045,1334.59,5
7.99,7.16,4.956,7.837,3908.129,5
6.795,2.988,39.26,9.09,4184.232,5
7.469,1.608,28.02,2.134,576.546,5
8.125,2.185,53.021,6.065,3703.006,5
7.706,5.921,44.398,9.334,17.072,5
7.871,2.19,53.638,4.406,2758.516,5
7.581,5.109,30.343,8.167,535.724,5
8.023,7.731,32.462,7.168,1751.766,5
6.649,5.355,57.217,7.543,2067.393,5
8.156,7.885,81.488,2.29,4151.086,5
7.681,4.396,90.981,8.877,257.251,5
6.646,5.504,46.778,5.696,2582.318,5
7.424,7.386,59.632,4.962,1815.295,5
6.766,5.242,65.675,7.935,2264.196,5
6.564,7.319,41.429,3.912,4212.801,5
6.576,6.512,18.522,6.036,3678.271,5
8.35,0.467,77.789,6.815,1697.802,5
6.747,2.076,90.073,2.413,893.621,5
6.867,3.353,51.016,4.607,3259.988,5
8.233,6.7,31.165,3.724,3522.737,5
8.428,1.23,56.068,7.347,4125.782,5
8.1,4.34,96.724,3.697,3437.349,5
8.34,3.024,72.016,7.08,61.019,5
7.006,3.493,53.911,4.222,1626.531,5
8.43,5.628,55.887,2.501,1652.244,5
7.729,5.913,10.582,5.853,3884.143,5
7.627,7.616,35.113,8.101,1831.591,5
7.999,1.473,88.924,7.119,803.495,5
7.14,6.11,6.483,3.43,1700.31,5
8.283,7.632,73.875,3.73,3209.355,5
8.171,3.788,45.212,2.338,4420.433,5
7.849,3.895,88.916,5.932,3783.708,5
7.971,2.772,90.721,6.602,3788.088,5
6.82,5.731,52.312,7.04,4156.371,5
6.726,6.474,79.195,7.56,2327.512,5
7.462,0.498,27.544,4.979,1207.354,5
8.474,3.058,29.185,6.933,1540.447,5
7.421,2.925,38.072,7.016,672.401,5
7.899,5.188,2.82,3.738,2145.893,5
7.297,5.788,4.136,5.039,646.147,5
7.21,0.721,86.205,6.066,3485.88,5
8.367,4.928,75.729,5.181,3850.521,5
6.711,0.317,93.63,7.634,732.339,5
7.75,5.2,87.339,9.048,303.729,5
7.381,6.311,60.788,2.24,2566.343,5
6.818,6.715,36.516,3.631,1598.028,5
8.115,3.72,25.13,3.519,737.311,5
8.163,1.294,39.003,4.515,3196.296,5
7.166,5.057,77.693,3.888,3858.667,5
7.471,1.385,36.62,5.278,2727.21,5
8.162,1.55,85.051,7.321,4478.162,5
7.712,2.5,90.723,7.043,1780.789,5
7.13,0.309,41.836,6.009,4945.501,5
8.131,0.687,51.644,3.348,1378.65,5
7.113,4.997,49.037,8.115,4456.749,5
6.664,6.932,5.7,7.04,1001.889,5
6.926,2.831,25.025,8.62,2536.097,5
7.418,6.684,79.118,2.39,4249.012,5
8.394,7.13,8.752,7.761,3326.807,5
7.514,6.571,31.585,4.942,719.004,5
7.224,0.621,29.818,6.646,3169.721,5
7.816,5.702,63.774,8.672,3722.631,5
7.149,1.919,59.68,9.305,2117.773,5
7.833,2.904,26.458,6.22,320.281,5
8.312,4.041,72.07,2.1,2841.584,5
7.504,6.658,68.782,3.995,882.654,5
7.684,3.396,96.313,3.158,1800.035,5
7.441,3.593,59.694,2.778,4321.486,5
7.823,5.004,4.256,7.999,1938.386,5
7.944,0.843,48.555,9.623,2234.663,5
7.299,5.59,41.64,4.7,2148.404,5
8.004,7.833,64.649,3.496,1164.673,5
7.032,2.512,47.34,2.267,4242.843,5
8.12,5.115,37.865,4.485,3326.781,5
7.286,7.783,66.911,4.471,2274.231,5
7.501,0.316,70.331,7.367,515.554,5
6.528,6.219,83.325,7.358,699.554,5
8.085,3.741,58.508,9.886,1457.328,5
7.707,4.712,73.109,2.736,3286.901,5
7.044,7.941,15.526,6.087,2354.781,5
8.251,0.29,62.313,4.372,4204.437,5
7.98,0.359,97.446,6.442,1059.548,5
6.725,6.278,29.857,7.722,857.754,5
7.875,1.475,36.922,3.347,3379.175,5
6.732,7.153,98.607,9.277,4959.807,5
7.504,3.59,56.456,7.896,141.92,5
7.097,7.656,12.035,4.316,3278.592,5
6.999,6.183,31.17,2.681,4297.31,5
6.594,1.086,29.925,5.69,3682.675,5
7.012,2.535,43.509,4.428,3192.477,5
7.905,5.154,84.905,3.108,1035.911,5
7.589,6.196,20.976,7.447,4414.547,5
6.92,3.304,53.131,8.902,2432.775,5
7.303,7.864,36.854,9.99,1809.63,5
6.523,7.127,4.064,6.634,3721.891,5
8.1,3.777,43.668,9.596,2391.979,5
7.64,7.496,89.937,4.508,1940.221,5
7.466,3.529,69.193,9.555,2063.683,5
6.737,5.248,87.931,8.231,2423.178,5
8.207,3.609,42.761,4.996,2089.791,5
8.094,5.431,15.43,8.347,3317.813,5
6.539,7.133,16.448,2.556,4415.596,5
6.828,2.191,77.096,2.854,2966.146,5
6.807,4.807,56.003,9.94,3813.225,5
6.623,5.25,48.573,8.6,3157.628,5
6.831,3.196,76.244,9.419,3332.585,5
7.694,6.623,29.885,5.741,2920.517,5
7.9,4.891,93.174,5.431,3760.055,5
7.948,0.743,54.657,4.846,474.481,5
7.514,5.787,94.776,4.831,2930.948,5
6.868,7.501,35.351,9.586,4035.642,5
6.989,1.094,93.564,7.268,2717.547,5
7.818,1.918,50.47,7.865,2807.838,5
8.336,3.608,31.438,3.807,3505.036,5
6.813,3.029,41.807,9.927,3081.532,5
6.743,1.271,72.693,6.904,1507.748,5
6.618,0.798,77.369,2.001,1218.7,5
8.082,6.67,84.983,9.697,2945.812,5
7.65,1.244,86.23,2.522,2633.688,5
7.328,6.628,22.664,4.431,1511.376,5
7.242,2.647,41.424,3.625,2396.735,5
7.737,2.871,55.606,9.642,3696.823,5
6.788,6.407,24.741,8.678,1277.902,5
7.928,3.012,58.054,9.066,3557.574,5
8.22,6.617,66.523,8.227,1291.043,5
7.001,5.866,49.165,2.506,4304.306,5
7.758,2.226,115.55,9.304,1549.685,6
7.692,9.257,41.205,5.247,3171.922,6
7.26,9.575,73.47,2.248,3311.537,6
7.124,4.797,109.821,6.177,4105.003,6
6.523,8.218,70.476,4.938,3905.195,6
7.968,8.415,67.065,3.64,2861.614,6
6.251,8.449,83.103,3.253,1787.844,6
6.312,5.594,21.961,9.731,149.963,6
8.279,8.975,3.305,3.117,1912.256,6
6.218,9.948,94.024,4.663,347.519,6
6.232,1.585,110.829,7.204,1412.767,6
8.089,8.95,101.969,5.82,1407.191,6
7.516,8.177,49.945,4.751,4125.776,6
7.326,8.118,91.742,7.182,248.554,6
6.526,9.127,54.397,5.22,3236.613,6
6.161,0.09,10.984,8.517,2026.283,6
6.417,7.14,90.558,3.37,1369.7,6
7.347,8.077,90.372,9.856,4208.322,6
8.071,9.668,101.094,6.803,93.349,6
6.602,4.646,102.927,3.564,3781.284,6
7.346,3.708,102.848,8.104,1561.241,6
8.132,9.337,43.587,8.207,3966.982,6
7.363,5.486,102.49,4.642,50.013,6
6.384,9.627,67.763,5.423,3827.091,6
7.389,9.562,10.509,9.481,3660.638,6
6.235,9.824,66.144,5.249,1348.896,6
6.527,8.38,15.106,6.85,2608.494,6
6.997,9.579,18.066,7.012,209.87,6
7.186,9.026,104.559,3.907,4014.52,6
8.348,3.912,108.56,6.288,3935.523,6
6.461,3.79,115.161,7.402,927.069,6
6.874,9.156,75.302,4.877,3559.178,6
7.605,2.677,119.984,9.746,1680.211,6
8.498,5.288,110.317,9.624,133.801,6
6.345,4.079,63.473,5.064,1257.206,6
7.612,9.931,46.298,6.007,2745.101,6
6.6,8.046,84.892,7.86,4922.641,6
6.561,8.946,114.608,8.874,911.484,6
7.342,9.524,28.398,7.338,4662.249,6
7.167,8.198,16.805,6.25,1718.719,6
6.323,8.344,58.463,5.526,4817.071,6
6.359,6.811,64.498,4.661,1880.902,6
6.294,1.238,53.024,3.222,4475.804,6
8.384,8.529,93.505,3.955,1433.034,6
7.925,8.346,110.077,2.618,1982.175,6
6.069,0.201,78.711,3.731,3384.007,6
7.777,8.11,55.336,8.389,4499.183,6
6.441,3.401,88.83,2.556,1678.626,6
7.585,8.148,72.276,4.366,3990.341,6
